index;RSN;icol;nvoxel;tissue;itissue;min;max;hout;hcort;hbg;hcer;htrunc;nroi
360;8;5;238;cerebe;3;3.307370186;13.44971752;0;0;0;238;0;13
361;8;6;76;cerebe;3;3.415417671;7.536716461;0;0;0;76;0;14
362;8;7;309;cerebe;3;3.664473534;13.62807083;0;0;0;309;0;15
363;8;8;39;cerebe;3;3.261193752;5.797873974;0;0;0;39;0;16
364;10;1;73;cerebe;3;3.298063755;8.212607384;0;0;0;73;0;17
365;10;2;59;cerebe;3;3.283224583;8.274843216;0;0;0;59;0;18
366;10;3;633;cerebe;3;3.298893213;10.43548775;0;0;0;633;0;19
367;10;4;468;cerebe;3;3.323995829;9.909571648;0;0;0;468;0;20
368;10;5;129;cerebe;3;3.263275146;7.078660488;0;0;0;129;0;21
369;10;6;95;cerebe;3;3.264160395;7.392524719;0;0;0;95;0;22
370;10;7;269;cerebe;3;3.26483345;7.617269993;0;0;0;269;0;23
371;10;8;278;cerebe;3;3.277905941;8.026118279;0;0;0;278;0;24
372;11;1;450;cerebe;3;3.575816154;16.37343788;0;0;0;450;0;25
373;11;2;82;cerebe;3;3.628863096;7.708309174;0;0;0;82;0;26
374;11;3;640;cerebe;3;3.55158782;14.79363728;0;0;0;640;0;27
375;11;4;91;cerebe;3;3.636193752;8.156502724;0;0;0;91;0;28
376;12;1;460;cerebe;3;3.673718214;14.74642944;0;0;0;460;0;29
377;12;2;96;cerebe;3;3.535042048;8.774564743;0;0;0;96;0;30
378;12;3;660;cerebe;3;3.560120583;14.34813499;0;0;0;660;0;31
379;12;4;162;cerebe;3;3.529207706;9.103411674;0;0;0;162;0;32
380;15;1;44;cerebe;3;3.355782747;7.297641754;0;0;0;44;0;33
381;15;2;29;cerebe;3;3.256637335;6.893329144;0;0;0;29;0;34
382;15;3;131;cerebe;3;3.746479034;9.898991585;0;0;0;131;0;35
383;15;4;346;cerebe;3;3.260641098;8.64573288;0;0;0;346;0;36
384;17;1;335;cerebe;3;3.354101419;12.17443371;0;0;0;335;0;37
385;17;2;76;cerebe;3;3.493582487;9.107913971;0;0;0;76;0;38
386;17;3;239;cerebe;3;3.318328619;13.86809635;0;0;0;239;0;39
387;17;4;170;cerebe;3;3.462927818;11.94826221;0;0;0;170;0;40
388;18;2;225;cerebe;3;3.570902348;8.925785065;0;0;0;225;0;41
389;18;3;152;cerebe;3;3.296785355;8.102184296;0;0;0;152;0;42
390;19;2;124;cerebe;3;3.470205069;8.323387146;0;0;0;124;0;43
391;19;3;77;cerebe;3;3.42989254;8.513257027;0;0;0;77;0;44
392;19;4;34;cerebe;3;3.677058697;6.598590851;0;0;0;34;0;45
393;19;5;87;cerebe;3;3.357529879;6.576628208;0;0;0;87;0;46
394;19;7;36;cerebe;3;3.383253336;5.741654873;0;0;0;36;0;47
395;19;8;106;cerebe;3;3.352508068;6.494656086;0;0;0;106;0;48
396;20;1;63;cerebe;3;3.589007616;8.431653023;0;0;0;63;0;49
397;21;1;132;cerebe;3;3.355589628;8.230226517;0;0;0;132;0;50
398;21;2;95;cerebe;3;3.362662792;7.899530411;0;0;0;95;0;51
399;22;1;156;cerebe;3;3.275364161;8.762225151;0;0;0;156;0;52
400;22;2;189;cerebe;3;3.445738077;9.046873093;0;0;0;189;0;53
401;22;3;85;cerebe;3;3.283290863;7.788260937;0;0;0;85;0;54
402;22;4;136;cerebe;3;3.209637165;8.27655983;0;0;0;136;0;55
403;23;1;696;cerebe;3;3.26244235;7.397659779;0;0;0;696;0;56
404;25;1;92;cerebe;3;3.508148193;8.040377617;0;0;0;92;0;57
405;25;2;96;cerebe;3;3.630128384;8.39107132;0;0;0;96;0;58
406;25;3;32;cerebe;3;3.758208752;8.210251808;0;0;0;32;0;59
407;25;4;280;cerebe;3;3.508993149;9.791395187;0;0;0;280;0;60
408;25;5;221;cerebe;3;3.546905279;9.529893875;0;0;0;221;0;61
409;25;6;74;cerebe;3;3.629410744;9.18219471;0;0;0;74;0;62
410;25;7;57;cerebe;3;3.575363874;8.933371544;0;0;0;57;0;63
411;25;9;147;cerebe;3;3.514763832;9.178277969;0;0;0;147;0;64
412;25;10;160;cerebe;3;3.628897667;9.365877151;0;0;0;160;0;65
413;26;3;562;cerebe;3;3.230266571;12.54313087;0;0;0;562;0;66
414;27;1;368;cerebe;3;3.319549322;7.624128819;0;0;0;368;0;67
415;27;2;72;cerebe;3;4.179748535;8.372114182;0;0;0;72;0;68
416;28;1;41;cerebe;3;3.593928814;6.775758743;0;0;0;41;0;69
417;29;1;335;cerebe;3;3.556265593;12.93812752;0;0;0;335;0;70
418;29;2;309;cerebe;3;3.409034729;15.86230946;0;0;0;309;0;71
419;29;3;105;cerebe;3;3.346034765;11.55658054;0;0;0;105;0;72
420;29;4;65;cerebe;3;4.72129631;9.870037079;0;0;0;65;0;73
421;29;5;358;cerebe;3;3.202799559;16.72016335;0;0;0;358;0;74
422;30;1;535;cerebe;3;3.338546515;9.281568527;0;0;0;535;0;75
423;30;2;190;cerebe;3;3.270030975;8.511642456;0;0;0;190;0;76
424;32;1;81;cerebe;3;3.332849026;5.563492298;0;0;0;81;0;77
425;32;2;33;cerebe;3;3.322895288;6.373840332;0;0;0;33;0;78
426;32;3;53;cerebe;3;3.400766134;6.766215801;0;0;0;53;0;79
427;33;1;189;cerebe;3;3.207906961;7.493053436;0;0;0;189;0;80
428;33;2;314;cerebe;3;3.411411285;7.922908783;0;0;0;314;0;81
429;33;3;399;cerebe;3;3.217188358;6.482266903;0;0;0;399;0;82
430;33;4;102;cerebe;3;3.250154257;7.76965189;0;0;0;102;0;83
431;33;5;134;cerebe;3;3.522661209;7.885930061;0;0;0;134;0;84
432;33;6;182;cerebe;3;3.226275444;6.86309576;0;0;0;182;0;85
433;33;7;159;cerebe;3;3.302357197;9.444776535;0;0;0;159;0;86
434;33;8;140;cerebe;3;3.437239885;7.965063572;0;0;0;140;0;87
435;37;1;95;cerebe;3;3.432710886;9.210330009;0;0;0;95;0;88
436;37;2;109;cerebe;3;3.412230253;8.073415756;0;0;0;109;0;89
437;37;3;75;cerebe;3;3.43102622;7.968065262;0;0;0;75;0;90
438;37;4;29;cerebe;3;3.396585464;7.136193752;0;0;0;29;0;91
439;41;1;149;cerebe;3;3.798190594;10.74632263;0;0;0;149;0;92
440;4;1;29;trunc ;4;3.5948627;4.891248226;0;0;0;0;29;1
441;4;2;41;trunc ;4;3.627179861;5.203995705;0;0;0;0;41;2
442;6;1;42;trunc ;4;3.564742565;5.460616589;0;0;0;0;42;3
443;6;2;30;trunc ;4;3.564718723;5.151141167;0;0;0;0;30;4
444;34;3;144;trunc ;4;3.744389057;8.329379082;0;0;0;0;144;5
445;34;4;161;trunc ;4;3.751890659;8.189509392;0;0;0;0;161;6
446;34;7;64;trunc ;4;3.750762224;6.432861328;0;0;0;0;64;7
447;34;8;81;trunc ;4;3.756558895;6.582731724;0;0;0;0;81;8
448;34;9;29;trunc ;4;3.764967442;5.856598854;0;0;0;0;29;9
